	id_conv	id_caller	id_speaker	id_topic	sex	age	geography	level_study
1111	2663	B	1084	352	MALE	36	WESTERN	3
1112	2664	A	1117	308	MALE	45	NORTH MIDLAND	2
1113	2664	B	1050	308	MALE	45	SOUTHERN	3
1114	2665	A	1248	364	FEMALE	59	WESTERN	2
1115	2665	B	1164	364	MALE	53	WESTERN	3
1116	2666	A	1116	339	MALE	40	SOUTH MIDLAND	3
1117	2666	B	1135	339	FEMALE	32	SOUTH MIDLAND	2
1118	2667	A	1018	356	FEMALE	33	SOUTH MIDLAND	3
1119	2667	B	1251	356	FEMALE	50	NORTHERN	2
1120	2668	A	1127	340	MALE	62	NEW ENGLAND	3
1121	2668	B	1238	340	FEMALE	29	NORTH MIDLAND	2
1122	2669	A	1140	347	MALE	54	SOUTH MIDLAND	2
1123	2669	B	1059	347	MALE	32	SOUTH MIDLAND	2
1124	2670	A	1178	348	FEMALE	34	SOUTH MIDLAND	2
1125	2670	B	1053	348	FEMALE	28	SOUTH MIDLAND	2
1126	2671	A	1211	308	MALE	31	SOUTH MIDLAND	2
1127	2671	B	1153	308	FEMALE	36	WESTERN	3
1128	2672	A	1232	335	MALE	37	SOUTH MIDLAND	3
1129	2672	B	1155	335	FEMALE	54	WESTERN	2
1130	2673	A	1121	334	MALE	58	NEW ENGLAND	2
1131	2673	B	1249	334	FEMALE	41	WESTERN	2
1132	2674	A	1180	322	FEMALE	61	NORTH MIDLAND	2
1133	2674	B	1059	322	MALE	32	SOUTH MIDLAND	2
1134	2675	A	1043	341	FEMALE	59	NORTH MIDLAND	1
1135	2675	B	1052	341	MALE	65	NYC	2
1136	2676	A	1031	313	FEMALE	55	SOUTH MIDLAND	3
1137	2676	B	1092	313	MALE	35	WESTERN	2
1138	2678	A	1124	308	MALE	35	NORTH MIDLAND	3
1139	2678	B	1034	308	MALE	34	NORTHERN	3
1140	2679	A	1104	306	MALE	57	NYC	3
1141	2679	B	1112	306	FEMALE	39	SOUTHERN	3
1142	2680	A	1251	341	FEMALE	50	NORTHERN	2
1143	2680	B	1128	341	MALE	62	SOUTH MIDLAND	2
1144	2681	A	1245	354	MALE	60	SOUTHERN	2
1145	2681	B	1174	354	MALE	33	MIXED	2
1146	2682	A	1120	304	FEMALE	26	NORTH MIDLAND	2
1147	2682	B	1007	304	FEMALE	30	NEW ENGLAND	2
1148	2684	A	1074	322	FEMALE	27	NYC	2
1149	2684	B	1204	322	FEMALE	44	NORTHERN	3
1150	2685	A	1117	313	MALE	45	NORTH MIDLAND	2
1151	2685	B	1127	313	MALE	62	NEW ENGLAND	3
1152	2686	A	1146	349	MALE	34	SOUTH MIDLAND	3
1153	2686	B	1078	349	MALE	31	MIXED	9
1154	2687	A	1139	312	MALE	39	NORTHERN	2
1155	2687	B	1005	312	FEMALE	39	WESTERN	2
1156	2688	A	1178	305	FEMALE	34	SOUTH MIDLAND	2
1157	2688	B	1155	305	FEMALE	54	WESTERN	2
1158	2689	A	1120	312	FEMALE	26	NORTH MIDLAND	2
1159	2689	B	1064	312	FEMALE	44	NORTHERN	9
1160	2690	A	1031	339	FEMALE	55	SOUTH MIDLAND	3
1161	2690	B	1117	339	MALE	45	NORTH MIDLAND	2
1162	2691	A	1233	343	FEMALE	64	NEW ENGLAND	3
1163	2691	B	1239	343	MALE	59	SOUTH MIDLAND	3
1164	2692	A	1104	318	MALE	57	NYC	3
1165	2692	B	1142	318	MALE	32	NORTHERN	2
1166	2693	A	1043	316	FEMALE	59	NORTH MIDLAND	1
1167	2693	B	1179	316	FEMALE	36	SOUTH MIDLAND	2
1168	2694	A	1157	318	FEMALE	51	MIXED	2
1169	2694	B	1023	318	MALE	56	SOUTHERN	2
1170	2695	A	1154	348	MALE	26	SOUTHERN	2
1171	2695	B	1128	348	MALE	62	SOUTH MIDLAND	2
1172	2696	A	1248	356	FEMALE	59	WESTERN	2
1173	2696	B	1245	356	MALE	60	SOUTHERN	2
1174	2697	A	1237	357	MALE	30	NORTH MIDLAND	2
1175	2697	B	1007	357	FEMALE	30	NEW ENGLAND	2
1176	2698	A	1050	307	MALE	45	SOUTHERN	3
1177	2698	B	1238	307	FEMALE	29	NORTH MIDLAND	2
1178	2699	A	1074	320	FEMALE	27	NYC	2
1179	2699	B	1147	320	MALE	53	SOUTH MIDLAND	3
1180	2700	A	1145	314	MALE	26	MIXED	2
1181	2700	B	1059	314	MALE	32	SOUTH MIDLAND	2
1182	2701	A	1024	339	MALE	31	NORTH MIDLAND	2
1183	2701	B	1020	339	FEMALE	39	NORTH MIDLAND	2
1184	2702	A	1116	320	MALE	40	SOUTH MIDLAND	3
1185	2702	B	1219	320	MALE	42	SOUTHERN	2
1186	2703	A	1211	311	MALE	31	SOUTH MIDLAND	2
1187	2703	B	1251	311	FEMALE	50	NORTHERN	2
1188	2704	A	1102	349	MALE	30	SOUTH MIDLAND	2
1189	2704	B	1025	349	MALE	42	SOUTH MIDLAND	2
1190	2705	A	1231	343	FEMALE	39	MIXED	3
1191	2705	B	1032	343	FEMALE	52	SOUTHERN	2
1192	2706	A	1041	345	MALE	59	MIXED	3
1193	2706	B	1127	345	MALE	62	NEW ENGLAND	3
1194	2707	A	1057	361	FEMALE	32	NORTH MIDLAND	2
1195	2707	B	1104	361	MALE	57	NYC	3
1196	2708	A	1024	359	MALE	31	NORTH MIDLAND	2
1197	2708	B	1155	359	FEMALE	54	WESTERN	2
1198	2709	A	1130	344	FEMALE	54	NORTHERN	3
1199	2709	B	1251	344	FEMALE	50	NORTHERN	2
1200	2710	A	1156	304	FEMALE	49	SOUTHERN	2
1201	2710	B	1002	304	FEMALE	32	SOUTHERN	2
1202	2711	A	1209	310	MALE	41	SOUTH MIDLAND	2
1203	2711	B	1238	310	FEMALE	29	NORTH MIDLAND	2
1204	2712	A	1116	348	MALE	40	SOUTH MIDLAND	3
1205	2712	B	1248	348	FEMALE	59	WESTERN	2
1206	2713	A	1104	336	MALE	57	NYC	3
1207	2713	B	1224	336	FEMALE	36	SOUTH MIDLAND	2
1208	2714	A	1245	359	MALE	60	SOUTHERN	2
1209	2714	B	1132	359	FEMALE	53	SOUTH MIDLAND	3
1210	2715	A	1074	335	FEMALE	27	NYC	2
1211	2715	B	1219	335	MALE	42	SOUTHERN	2
1212	2716	A	1231	342	FEMALE	39	MIXED	3
1213	2716	B	1028	342	MALE	30	NYC	3
1214	2717	A	1117	322	MALE	45	NORTH MIDLAND	2
1215	2717	B	1084	322	MALE	36	WESTERN	3
1216	2718	A	1237	304	MALE	30	NORTH MIDLAND	2
1217	2718	B	1155	304	FEMALE	54	WESTERN	2
1218	2719	A	1031	356	FEMALE	55	SOUTH MIDLAND	3
1219	2719	B	1142	356	MALE	32	NORTHERN	2
1220	2720	A	1121	353	MALE	58	NEW ENGLAND	2
1221	2720	B	1120	353	FEMALE	26	NORTH MIDLAND	2
1222	2721	A	1124	314	MALE	35	NORTH MIDLAND	3
1223	2721	B	1032	314	FEMALE	52	SOUTHERN	2
1224	2722	A	1244	349	FEMALE	58	SOUTHERN	2
1225	2722	B	1249	349	FEMALE	41	WESTERN	2
1226	2723	A	1104	345	MALE	57	NYC	3
1227	2723	B	1052	345	MALE	65	NYC	2
1228	2724	A	1237	356	MALE	30	NORTH MIDLAND	2
1229	2724	B	1087	356	MALE	37	NORTHERN	3
1230	2725	A	1248	329	FEMALE	59	WESTERN	2
1231	2725	B	1028	329	MALE	30	NYC	3
1232	2726	A	1074	343	FEMALE	27	NYC	2
1233	2726	B	1011	343	FEMALE	31	SOUTH MIDLAND	2
1234	2727	A	1130	358	FEMALE	54	NORTHERN	3
1235	2727	B	1007	358	FEMALE	30	NEW ENGLAND	2
1236	2728	A	1245	360	MALE	60	SOUTHERN	2
1237	2728	B	1251	360	FEMALE	50	NORTHERN	2
1238	2729	A	1073	351	MALE	28	NORTHERN	3
1239	2729	B	1091	351	FEMALE	53	SOUTH MIDLAND	1
1240	2730	A	1050	335	MALE	45	SOUTHERN	3
1241	2730	B	1090	335	MALE	31	NORTH MIDLAND	2
1242	2731	A	1139	314	MALE	39	NORTHERN	2
1243	2731	B	1056	314	MALE	47	WESTERN	3
1244	2732	A	1116	334	MALE	40	SOUTH MIDLAND	3
1245	2732	B	1212	334	MALE	52	SOUTHERN	3
1246	2733	A	1178	320	FEMALE	34	SOUTH MIDLAND	2
1247	2733	B	1127	320	MALE	62	NEW ENGLAND	3
1248	2734	A	1031	322	FEMALE	55	SOUTH MIDLAND	3
1249	2734	B	1052	322	MALE	65	NYC	2
1250	2735	A	1121	314	MALE	58	NEW ENGLAND	2
1251	2735	B	1043	314	FEMALE	59	NORTH MIDLAND	1
1252	2736	A	1117	320	MALE	45	NORTH MIDLAND	2
1253	2736	B	1230	320	FEMALE	34	MIXED	2
1254	2737	A	1237	362	MALE	30	NORTH MIDLAND	2
1255	2737	B	1112	362	FEMALE	39	SOUTHERN	3
1256	2738	A	1041	336	MALE	59	MIXED	3
1257	2738	B	1135	336	FEMALE	32	SOUTH MIDLAND	2
1258	2739	A	1252	329	FEMALE	62	WESTERN	2
1259	2739	B	1087	329	MALE	37	NORTHERN	3
1260	2740	A	1007	334	FEMALE	30	NEW ENGLAND	2
1261	2740	B	1401	334	FEMALE	20	SOUTH MIDLAND	1
1262	2741	A	1253	329	FEMALE	37	WESTERN	2
1263	2741	B	1251	329	FEMALE	50	NORTHERN	2
1264	2742	A	1120	357	FEMALE	26	NORTH MIDLAND	2
1265	2742	B	1147	357	MALE	53	SOUTH MIDLAND	3
1266	2743	A	1244	366	FEMALE	58	SOUTHERN	2
1267	2743	B	1233	366	FEMALE	64	NEW ENGLAND	3
1268	2744	A	1074	353	FEMALE	27	NYC	2
1269	2744	B	1140	353	MALE	54	SOUTH MIDLAND	2
1270	2746	A	1219	332	MALE	42	SOUTHERN	2
1271	2746	B	1238	332	FEMALE	29	NORTH MIDLAND	2
1272	2747	A	1121	335	MALE	58	NEW ENGLAND	2
1273	2747	B	1140	335	MALE	54	SOUTH MIDLAND	2
1274	2748	A	1130	350	FEMALE	54	NORTHERN	3
1275	2748	B	1020	350	FEMALE	39	NORTH MIDLAND	2
1276	2749	A	1110	341	MALE	34	WESTERN	3
1277	2749	B	1045	341	FEMALE	26	WESTERN	2
1278	2750	A	1252	331	FEMALE	62	WESTERN	2
1279	2750	B	1237	331	MALE	30	NORTH MIDLAND	2
1280	2751	A	1238	320	FEMALE	29	NORTH MIDLAND	2
1281	2751	B	1061	320	MALE	38	SOUTH MIDLAND	2
1282	2752	A	1212	302	MALE	52	SOUTHERN	3
1283	2752	B	1032	302	FEMALE	52	SOUTHERN	2
1284	2753	A	1245	346	MALE	60	SOUTHERN	2
1285	2753	B	1249	346	FEMALE	41	WESTERN	2
1286	2754	A	1120	322	FEMALE	26	NORTH MIDLAND	2
1287	2754	B	1174	322	MALE	33	MIXED	2
1288	2755	A	1209	323	MALE	41	SOUTH MIDLAND	2
1289	2755	B	1026	323	FEMALE	38	SOUTHERN	2
1290	2756	A	1211	310	MALE	31	SOUTH MIDLAND	2
1291	2756	B	1233	310	FEMALE	64	NEW ENGLAND	3
1292	2757	A	1074	314	FEMALE	27	NYC	2
1293	2757	B	1159	314	MALE	51	NORTH MIDLAND	3
1294	2758	A	1178	329	FEMALE	34	SOUTH MIDLAND	2
1295	2758	B	1086	329	FEMALE	30	SOUTHERN	2
1296	2759	A	1232	354	MALE	37	SOUTH MIDLAND	3
1297	2759	B	1053	354	FEMALE	28	SOUTH MIDLAND	2
1298	2760	A	1251	366	FEMALE	50	NORTHERN	2
1299	2760	B	1255	366	MALE	42	SOUTH MIDLAND	3
1300	2761	A	1244	331	FEMALE	58	SOUTHERN	2
1301	2761	B	1238	331	FEMALE	29	NORTH MIDLAND	2
1302	2762	A	1007	345	FEMALE	30	NEW ENGLAND	2
1303	2762	B	1010	345	MALE	63	NEW ENGLAND	1
1304	2763	A	1237	354	MALE	30	NORTH MIDLAND	2
1305	2763	B	1248	354	FEMALE	59	WESTERN	2
1306	2764	A	1073	304	MALE	28	NORTHERN	3
1307	2764	B	1128	304	MALE	62	SOUTH MIDLAND	2
1308	2765	A	1245	362	MALE	60	SOUTHERN	2
1309	2765	B	1147	362	MALE	53	SOUTH MIDLAND	3
1310	2766	A	1209	315	MALE	41	SOUTH MIDLAND	2
1311	2766	B	1251	315	FEMALE	50	NORTHERN	2
1312	2767	A	1130	329	FEMALE	54	NORTHERN	3
1313	2767	B	1233	329	FEMALE	64	NEW ENGLAND	3
1314	2768	A	1074	305	FEMALE	27	NYC	2
1315	2768	B	1098	305	FEMALE	38	SOUTH MIDLAND	2
1316	2769	A	1139	316	MALE	39	NORTHERN	2
1317	2769	B	1086	316	FEMALE	30	SOUTHERN	2
1318	2770	A	1253	351	FEMALE	37	WESTERN	2
1319	2770	B	1059	351	MALE	32	SOUTH MIDLAND	2
1320	2771	A	1117	346	MALE	45	NORTH MIDLAND	2
1321	2771	B	1212	346	MALE	52	SOUTHERN	3
1322	2772	A	1232	313	MALE	37	SOUTH MIDLAND	3
1323	2772	B	1068	313	FEMALE	36	SOUTH MIDLAND	3
1324	2773	A	1130	315	FEMALE	54	NORTHERN	3
1325	2773	B	1239	315	MALE	59	SOUTH MIDLAND	3
1326	2774	A	1252	332	FEMALE	62	WESTERN	2
1327	2774	B	1253	332	FEMALE	37	WESTERN	2
1328	2775	A	1254	343	FEMALE	34	SOUTH MIDLAND	2
1329	2775	B	1122	343	MALE	31	SOUTH MIDLAND	9
1330	2776	A	1117	356	MALE	45	NORTH MIDLAND	2
1331	2776	B	1238	356	FEMALE	29	NORTH MIDLAND	2
1332	2777	A	1237	302	MALE	30	NORTH MIDLAND	2
1333	2777	B	1229	302	FEMALE	45	NORTHERN	3
1334	2778	A	1110	335	MALE	34	WESTERN	3
1335	2778	B	1147	335	MALE	53	SOUTH MIDLAND	3
1336	2779	A	1132	337	FEMALE	53	SOUTH MIDLAND	3
1337	2779	B	1087	337	MALE	37	NORTHERN	3
1338	2780	A	1124	352	MALE	35	NORTH MIDLAND	3
1339	2780	B	1052	352	MALE	65	NYC	2
1340	2781	A	1075	303	FEMALE	38	MIXED	2
1341	2781	B	1104	303	MALE	57	NYC	3
1342	2782	A	1244	357	FEMALE	58	SOUTHERN	2
1343	2782	B	1064	357	FEMALE	44	NORTHERN	9
1344	2783	A	1245	325	MALE	60	SOUTHERN	2
1345	2783	B	1028	325	MALE	30	NYC	3
1346	2784	A	1257	340	MALE	62	NYC	3
1347	2784	B	1170	340	MALE	43	WESTERN	3
1348	2785	A	1244	361	FEMALE	58	SOUTHERN	2
1349	2785	B	1072	361	FEMALE	54	SOUTH MIDLAND	2
1350	2786	A	1255	324	MALE	42	SOUTH MIDLAND	3
1351	2786	B	1249	324	FEMALE	41	WESTERN	2
1352	2787	A	1237	364	MALE	30	NORTH MIDLAND	2
1353	2787	B	1213	364	MALE	66	SOUTH MIDLAND	3
1354	2788	A	1074	323	FEMALE	27	NYC	2
1355	2788	B	1108	323	MALE	45	NORTHERN	2
1356	2789	A	1045	356	FEMALE	26	WESTERN	2
1357	2789	B	1090	356	MALE	31	NORTH MIDLAND	2
1358	2790	A	1232	329	MALE	37	SOUTH MIDLAND	3
1359	2790	B	1230	329	FEMALE	34	MIXED	2
1360	2791	A	1104	359	MALE	57	NYC	3
1361	2791	B	1219	359	MALE	42	SOUTHERN	2
1362	2792	A	1042	311	FEMALE	57	NEW ENGLAND	1
1363	2792	B	1238	311	FEMALE	29	NORTH MIDLAND	2
1364	2793	A	1209	327	MALE	41	SOUTH MIDLAND	2
1365	2793	B	1156	327	FEMALE	49	SOUTHERN	2
1366	2794	A	1028	359	MALE	30	NYC	3
1367	2794	B	1209	359	MALE	41	SOUTH MIDLAND	2
1368	2795	A	1245	340	MALE	60	SOUTHERN	2
1369	2795	B	1122	340	MALE	31	SOUTH MIDLAND	9
1370	2796	A	1086	351	FEMALE	30	SOUTHERN	2
1371	2796	B	1116	351	MALE	40	SOUTH MIDLAND	3
1372	2797	A	1117	353	MALE	45	NORTH MIDLAND	2
1373	2797	B	1108	353	MALE	45	NORTHERN	2
1374	2798	A	1231	366	FEMALE	39	MIXED	3
1375	2798	B	1248	366	FEMALE	59	WESTERN	2
1376	2799	A	1075	345	FEMALE	38	MIXED	2
1377	2799	B	1238	345	FEMALE	29	NORTH MIDLAND	2
1378	2800	A	1069	304	MALE	45	SOUTH MIDLAND	2
1379	2800	B	1004	304	FEMALE	37	NORTHERN	2
1380	2801	A	1255	318	MALE	42	SOUTH MIDLAND	3
1381	2801	B	1002	318	FEMALE	32	SOUTHERN	2
1382	2802	A	1251	302	FEMALE	50	NORTHERN	2
1383	2802	B	1063	302	MALE	30	NORTH MIDLAND	3
1384	2803	A	1074	327	FEMALE	27	NYC	2
1385	2803	B	1042	327	FEMALE	57	NEW ENGLAND	1
1386	2804	A	1232	365	MALE	37	SOUTH MIDLAND	3
1387	2804	B	1237	365	MALE	30	NORTH MIDLAND	2
1388	2805	A	1147	321	MALE	53	SOUTH MIDLAND	3
1389	2805	B	1253	321	FEMALE	37	WESTERN	2
1390	2806	A	1252	351	FEMALE	62	WESTERN	2
1391	2806	B	1229	351	FEMALE	45	NORTHERN	3
1392	2807	A	1255	306	MALE	42	SOUTH MIDLAND	3
1393	2807	B	1236	306	FEMALE	30	SOUTH MIDLAND	2
1394	2808	A	1244	303	FEMALE	58	SOUTHERN	2
1395	2808	B	1120	303	FEMALE	26	NORTH MIDLAND	2
1396	2809	A	1095	338	MALE	37	MIXED	3
1397	2809	B	1087	338	MALE	37	NORTHERN	3
1398	2810	A	1249	353	FEMALE	41	WESTERN	2
1399	2810	B	1086	353	FEMALE	30	SOUTHERN	2
1400	2811	A	1254	318	FEMALE	34	SOUTH MIDLAND	2
1401	2811	B	1212	318	MALE	52	SOUTHERN	3
1402	2812	A	1074	329	FEMALE	27	NYC	2
1403	2812	B	1260	329	FEMALE	42	NORTH MIDLAND	2
1404	2813	A	1121	311	MALE	58	NEW ENGLAND	2
1405	2813	B	1056	311	MALE	47	WESTERN	3
1406	2814	A	1255	332	MALE	42	SOUTH MIDLAND	3
1407	2814	B	1229	332	FEMALE	45	NORTHERN	3
1408	2815	A	1236	335	FEMALE	30	SOUTH MIDLAND	2
1409	2815	B	1249	335	FEMALE	41	WESTERN	2
1410	2816	A	1252	323	FEMALE	62	WESTERN	2
1411	2816	B	1208	323	FEMALE	54	WESTERN	1
1412	2817	A	1237	305	MALE	30	NORTH MIDLAND	2
1413	2817	B	1064	305	FEMALE	44	NORTHERN	9
1414	2818	A	1254	323	FEMALE	34	SOUTH MIDLAND	2
1415	2818	B	1085	323	MALE	48	SOUTH MIDLAND	3
1416	2819	A	1171	334	MALE	39	SOUTH MIDLAND	2
1417	2819	B	1059	334	MALE	32	SOUTH MIDLAND	2
1418	2820	A	1074	354	FEMALE	27	NYC	2
1419	2820	B	1028	354	MALE	30	NYC	3
1420	2821	A	1253	316	FEMALE	37	WESTERN	2
1421	2821	B	1260	316	FEMALE	42	NORTH MIDLAND	2
1422	2822	A	1147	325	MALE	53	SOUTH MIDLAND	3
1423	2822	B	1236	325	FEMALE	30	SOUTH MIDLAND	2
1424	2823	A	1253	357	FEMALE	37	WESTERN	2
1425	2823	B	1255	357	MALE	42	SOUTH MIDLAND	3
1426	2824	A	1059	336	MALE	32	SOUTH MIDLAND	2
1427	2824	B	1181	336	MALE	37	SOUTH MIDLAND	2
1428	2825	A	1121	306	MALE	58	NEW ENGLAND	2
1429	2825	B	1149	306	FEMALE	41	NORTH MIDLAND	2
1430	2826	A	1252	334	FEMALE	62	WESTERN	2
1431	2826	B	1105	334	FEMALE	51	NYC	3
1432	2827	A	1057	306	FEMALE	32	NORTH MIDLAND	2
1433	2827	B	1028	306	MALE	30	NYC	3
1434	2828	A	1132	353	FEMALE	53	SOUTH MIDLAND	3
1435	2828	B	1078	353	MALE	31	MIXED	9
1436	2829	A	1050	339	MALE	45	SOUTHERN	3
1437	2829	B	1074	339	FEMALE	27	NYC	2
1438	2830	A	1260	339	FEMALE	42	NORTH MIDLAND	2
1439	2830	B	1238	339	FEMALE	29	NORTH MIDLAND	2
1440	2831	A	1139	340	MALE	39	NORTHERN	2
1441	2831	B	1212	340	MALE	52	SOUTHERN	3
1442	2832	A	1236	343	FEMALE	30	SOUTH MIDLAND	2
1443	2832	B	1224	343	FEMALE	36	SOUTH MIDLAND	2
1444	2833	A	1130	342	FEMALE	54	NORTHERN	3
1445	2833	B	1147	342	MALE	53	SOUTH MIDLAND	3
1446	2834	A	1043	329	FEMALE	59	NORTH MIDLAND	1
1447	2834	B	1229	329	FEMALE	45	NORTHERN	3
1448	2835	A	1132	334	FEMALE	53	SOUTH MIDLAND	3
1449	2835	B	1238	334	FEMALE	29	NORTH MIDLAND	2
1450	2836	A	1255	312	MALE	42	SOUTH MIDLAND	3
1451	2836	B	1087	312	MALE	37	NORTHERN	3
1452	2837	A	1244	332	FEMALE	58	SOUTHERN	2
1453	2837	B	1254	332	FEMALE	34	SOUTH MIDLAND	2
1454	2838	A	1208	314	FEMALE	54	WESTERN	1
1455	2838	B	1181	314	MALE	37	SOUTH MIDLAND	2
1456	2839	A	1252	340	FEMALE	62	WESTERN	2
1457	2839	B	1104	340	MALE	57	NYC	3
1458	2840	A	1105	353	FEMALE	51	NYC	3
1459	2840	B	1073	353	MALE	28	NORTHERN	3
1460	2841	A	1212	348	MALE	52	SOUTHERN	3
1461	2841	B	1237	348	MALE	30	NORTH MIDLAND	2
1462	2842	A	1074	358	FEMALE	27	NYC	2
1463	2842	B	1258	358	MALE	39	SOUTH MIDLAND	2
1464	2843	A	1244	356	FEMALE	58	SOUTHERN	2
1465	2843	B	1020	356	FEMALE	39	NORTH MIDLAND	2
1466	2844	A	1112	312	FEMALE	39	SOUTHERN	3
1467	2844	B	1236	312	FEMALE	30	SOUTH MIDLAND	2
1468	2845	A	1252	349	FEMALE	62	WESTERN	2
1469	2845	B	1181	349	MALE	37	SOUTH MIDLAND	2
1470	2846	A	1041	324	MALE	59	MIXED	3
1471	2846	B	1147	324	MALE	53	SOUTH MIDLAND	3
1472	2847	A	1132	311	FEMALE	53	SOUTH MIDLAND	3
1473	2847	B	1064	311	FEMALE	44	NORTHERN	9
1474	2848	A	1248	310	FEMALE	59	WESTERN	2
1475	2848	B	1258	310	MALE	39	SOUTH MIDLAND	2
1476	2849	A	1260	309	FEMALE	42	NORTH MIDLAND	2
1477	2849	B	1014	309	FEMALE	48	MIXED	1
1478	2850	A	1139	345	MALE	39	NORTHERN	2
1479	2850	B	1025	345	MALE	42	SOUTH MIDLAND	2
1480	2851	A	1244	364	FEMALE	58	SOUTHERN	2
1481	2851	B	1171	364	MALE	39	SOUTH MIDLAND	2
1482	2852	A	1248	316	FEMALE	59	WESTERN	2
1483	2852	B	1249	316	FEMALE	41	WESTERN	2
1484	2853	A	1007	354	FEMALE	30	NEW ENGLAND	2
1485	2853	B	1236	354	FEMALE	30	SOUTH MIDLAND	2
1486	2854	A	1130	323	FEMALE	54	NORTHERN	3
1487	2854	B	1260	323	FEMALE	42	NORTH MIDLAND	2
1488	2855	A	1255	321	MALE	42	SOUTH MIDLAND	3
1489	2855	B	1064	321	FEMALE	44	NORTHERN	9
1490	2856	A	1237	358	MALE	30	NORTH MIDLAND	2
1491	2856	B	1085	358	MALE	48	SOUTH MIDLAND	3
1492	2858	A	1230	358	FEMALE	34	MIXED	2
1493	2858	B	1238	358	FEMALE	29	NORTH MIDLAND	2
1494	2859	A	1260	307	FEMALE	42	NORTH MIDLAND	2
1495	2859	B	1213	307	MALE	66	SOUTH MIDLAND	3
1496	2860	A	1105	358	FEMALE	51	NYC	3
1497	2860	B	1132	358	FEMALE	53	SOUTH MIDLAND	3
1498	2861	A	1041	343	MALE	59	MIXED	3
1499	2861	B	1248	343	FEMALE	59	WESTERN	2
1500	2862	A	1168	319	MALE	46	NORTH MIDLAND	2
1501	2862	B	1258	319	MALE	39	SOUTH MIDLAND	2
1502	2863	A	1254	307	FEMALE	34	SOUTH MIDLAND	2
1503	2863	B	1032	307	FEMALE	52	SOUTHERN	2
1504	2864	A	1121	348	MALE	58	NEW ENGLAND	2
1505	2864	B	1238	348	FEMALE	29	NORTH MIDLAND	2
1506	2865	A	1244	329	FEMALE	58	SOUTHERN	2
1507	2865	B	1147	329	MALE	53	SOUTH MIDLAND	3
1508	2866	A	1124	349	MALE	35	NORTH MIDLAND	3
1509	2866	B	1008	349	FEMALE	56	MIXED	1
1510	2867	A	1104	314	MALE	57	NYC	3
1511	2867	B	1249	314	FEMALE	41	WESTERN	2
1512	2868	A	1252	310	FEMALE	62	WESTERN	2
1513	2868	B	1230	310	FEMALE	34	MIXED	2
1514	2869	A	1139	353	MALE	39	NORTHERN	2
1515	2869	B	1260	353	FEMALE	42	NORTH MIDLAND	2
1516	2870	A	1236	355	FEMALE	30	SOUTH MIDLAND	2
1517	2870	B	1231	355	FEMALE	39	MIXED	3
1518	2871	A	1074	348	FEMALE	27	NYC	2
1519	2871	B	1024	348	MALE	31	NORTH MIDLAND	2
1520	2872	A	1032	352	FEMALE	52	SOUTHERN	2
1521	2872	B	1249	352	FEMALE	41	WESTERN	2
1522	2873	A	1237	319	MALE	30	NORTH MIDLAND	2
1523	2873	B	1253	319	FEMALE	37	WESTERN	2
1524	2874	A	1258	360	MALE	39	SOUTH MIDLAND	2
1525	2874	B	1028	360	MALE	30	NYC	3
1526	2875	A	1104	320	MALE	57	NYC	3
1527	2875	B	1254	320	FEMALE	34	SOUTH MIDLAND	2
1528	2876	A	1252	335	FEMALE	62	WESTERN	2
1529	2876	B	1057	335	FEMALE	32	NORTH MIDLAND	2
1530	2877	A	1244	351	FEMALE	58	SOUTHERN	2
1531	2877	B	1259	351	FEMALE	32	SOUTH MIDLAND	2
1532	2878	A	1245	335	MALE	60	SOUTHERN	2
1533	2878	B	1072	335	FEMALE	54	SOUTH MIDLAND	2
1534	2879	A	1260	322	FEMALE	42	NORTH MIDLAND	2
1535	2879	B	1073	322	MALE	28	NORTHERN	3
1536	2882	A	1121	355	MALE	58	NEW ENGLAND	2
1537	2882	B	1236	355	FEMALE	30	SOUTH MIDLAND	2
1538	2883	A	1252	304	FEMALE	62	WESTERN	2
1539	2883	B	1238	304	FEMALE	29	NORTH MIDLAND	2
1540	2884	A	1124	357	MALE	35	NORTH MIDLAND	3
1541	2884	B	1028	357	MALE	30	NYC	3
1542	2885	A	1007	329	FEMALE	30	NEW ENGLAND	2
1543	2885	B	1072	329	FEMALE	54	SOUTH MIDLAND	2
1544	2886	A	1244	311	FEMALE	58	SOUTHERN	2
1545	2886	B	1154	311	MALE	26	SOUTHERN	2
1546	2887	A	1260	345	FEMALE	42	NORTH MIDLAND	2
1547	2887	B	1086	345	FEMALE	30	SOUTHERN	2
1548	2888	A	1074	349	FEMALE	27	NYC	2
1549	2888	B	1059	349	MALE	32	SOUTH MIDLAND	2
1550	2889	A	1258	364	MALE	39	SOUTH MIDLAND	2
1551	2889	B	1238	364	FEMALE	29	NORTH MIDLAND	2
1552	2890	A	1244	358	FEMALE	58	SOUTHERN	2
1553	2890	B	1253	358	FEMALE	37	WESTERN	2
1554	2891	A	1132	348	FEMALE	53	SOUTH MIDLAND	3
1555	2891	B	1249	348	FEMALE	41	WESTERN	2
1556	2892	A	1174	312	MALE	33	MIXED	2
1557	2892	B	1248	312	FEMALE	59	WESTERN	2
1558	2893	A	1059	356	MALE	32	SOUTH MIDLAND	2
1559	2893	B	1236	356	FEMALE	30	SOUTH MIDLAND	2
1560	2894	A	1255	310	MALE	42	SOUTH MIDLAND	3
1561	2894	B	1260	310	FEMALE	42	NORTH MIDLAND	2
1562	2895	A	1244	306	FEMALE	58	SOUTHERN	2
